Close Date,Created Date,Amount,Opportunities Won,Opportunity ID,Account ID,Opportunity Name,Stage,Probability (%),Opportunity Type,Lead Source,Forecast Category,Owner ID,Days In Stage,Fiscal Quarter,Opportunity Owner,Account Name,Account Type,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Industry,Annual Revenue,Account Rating,Days to Close
4/27/2024,5/24/2024,1278010.2456,1,006al000004i3oGAAQ,001al00000jXbkDAAS,"Jimenez, Barnes and Blanchard-New Business-2024-April-8k",Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,2,Carrie Olson,"Jimenez, Barnes and Blanchard",Small Business,Logan City,QLD,4114,Australia,Retail,,,51
4/23/2024,4/8/2024,9861477.6942,1,006al000004i3U1AAI,001al00000jXbjsAAC,Baker Inc-New Business-2024-April-71k,Closed Won,100,New Business,,Closed,005al000003E0tNAAS,13,2,Lisa Hartman,Baker Inc,Small Business,Lucerne,Lucerne,6003,Switzerland,Telecommunications,,,93
4/18/2024,4/3/2024,967959.9468,1,006al000004i3W5AAI,001al00000jXbjeAAC,Ward Inc-New Business-2024-April-7k,Closed Won,100,New Business,,Closed,005al000003E0tMAAS,13,2,Keith Dorsey,Ward Inc,Small Business,Nagoya,Aichi,450-0001,Japan,Healthcare & Life Sciences,,,93
4/18/2024,5/4/2024,802029.9276,1,006al000004i3jRAAQ,001al00000jXbjsAAC,Baker Inc-New Business-2024-April-6k,Closed Won,100,New Business,,Closed,005al000003E0tNAAS,13,2,Lisa Hartman,Baker Inc,Small Business,Lucerne,Lucerne,6003,Switzerland,Telecommunications,,,62
9/19/2023,10/8/2023,636910.56,1,006al000004i3ZhAAI,001al00000jXbjGAAS,"Brown, Ellison and Rodriguez-New Business-2023-September-5k",Closed Won,100,New Business,,Closed,005al000003E0tOAAS,13,3,Mark Mayo,"Brown, Ellison and Rodriguez",Mid-Market,Turin,Piedmont,10100,Italy,Retail,,,59
9/15/2023,9/6/2023,947013.606,1,006al000004i3YwAAI,001al00000jXbjZAAS,Buck Inc-New Business-2023-September-7k,Closed Won,100,New Business,,Closed,005al000003E0tHAAS,13,3,Anita Gonzalez,Buck Inc,Mid-Market,Dunedin,Otago,9016,New Zealand,Financial Services,,,87
9/11/2023,10/12/2023,10727101.242,1,006al000004i3S3AAI,001al00000jXbjZAAS,Buck Inc-New Business-2023-September-80k,Closed Won,100,New Business,,Closed,005al000003E0tHAAS,13,3,Anita Gonzalez,Buck Inc,Mid-Market,Dunedin,Otago,9016,New Zealand,Financial Services,,,47
9/11/2023,9/25/2023,1365066.648,1,006al000004i3fEAAQ,001al00000jXbkEAAS,Noble-Johnston-New Business-2023-September-8k,Closed Won,100,New Business,,Closed,005al000003E0tJAAS,13,3,Deanna Marsh,Noble-Johnston,Mid-Market,Newcastle,NSW,2300,Australia,Retail,,,64
8/21/2023,9/27/2023,1013586.75,1,006al000004i3ZdAAI,001al00000jXbjrAAC,"Gordon, Johnson and Mathis-New Business-2023-August-7k",Closed Won,100,New Business,,Closed,005al000003E0tMAAS,13,3,Keith Dorsey,"Gordon, Johnson and Mathis",Mid-Market,Barcelona,Catalonia,08001,Spain,Banking,,,41
7/24/2023,8/23/2023,6423439.5225,1,006al000004i3RQAAY,001al00000jXbjGAAS,"Brown, Ellison and Rodriguez-New Business-2023-July-52k",Closed Won,100,New Business,,Closed,005al000003E0tOAAS,13,3,Mark Mayo,"Brown, Ellison and Rodriguez",Mid-Market,Turin,Piedmont,10100,Italy,Retail,,,48
7/20/2023,7/29/2023,8441351.919,1,006al000004i3S5AAI,001al00000jXbjZAAS,Buck Inc-New Business-2023-July-75k,Closed Won,100,New Business,,Closed,005al000003E0tHAAS,13,3,Anita Gonzalez,Buck Inc,Mid-Market,Dunedin,Otago,9016,New Zealand,Financial Services,,,69
7/11/2023,5/30/2023,1079350.272,1,006al000004i3XgAAI,001al00000jXbjfAAC,"Gibson, Stevens and Burch-New Business-2023-July-6k",Closed Won,100,New Business,,Closed,005al000003E0tNAAS,13,3,Lisa Hartman,"Gibson, Stevens and Burch",Mid-Market,Perth,WA,6000,Australia,Banking,,,120
9/14/2023,10/29/2023,11684491.4934,1,006al000004i3R9AAI,001al00000jXbjAAAS,Gentry-Wilkinson-New Business-2023-September-79k,Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,3,Carrie Olson,Gentry-Wilkinson,Partner,Paris,Île-de-France,75001,France,Financial Services,,,33
9/19/2023,10/11/2023,7960609.8,1,006al000004i3S9AAI,001al00000jXbjaAAC,Vance-Jenkins-New Business-2023-September-63k,Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,3,Carrie Olson,Vance-Jenkins,Small Business,Wellington,Wellington,6011,New Zealand,Telecommunications,,,56
9/14/2023,8/29/2023,1071034.767,1,006al000004i3eiAAA,001al00000jXbjqAAC,"Williams, Hebert and Knight-New Business-2023-September-7k",Closed Won,100,New Business,,Closed,005al000003E0tLAAS,13,3,Janet Martinez,"Williams, Hebert and Knight",Small Business,Bari,Apulia,70100,Italy,Banking,,,94
8/25/2023,8/17/2023,780253.8975,1,006al000004i3VNAAY,001al00000jXbjsAAC,Baker Inc-New Business-2023-August-6k,Closed Won,100,New Business,,Closed,005al000003E0tNAAS,13,3,Lisa Hartman,Baker Inc,Small Business,Lucerne,Lucerne,6003,Switzerland,Telecommunications,,,86
8/18/2023,8/12/2023,975054.4848,1,006al000004i3cOAAQ,001al00000jXbkDAAS,"Jimenez, Barnes and Blanchard-New Business-2023-August-8k",Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,3,Carrie Olson,"Jimenez, Barnes and Blanchard",Small Business,Logan City,QLD,4114,Australia,Retail,,,84
7/27/2023,9/8/2023,10345349.322,1,006al000004i3TpAAI,001al00000jXbjqAAC,"Williams, Hebert and Knight-New Business-2023-July-78k",Closed Won,100,New Business,,Closed,005al000003E0tLAAS,13,3,Janet Martinez,"Williams, Hebert and Knight",Small Business,Bari,Apulia,70100,Italy,Banking,,,35
7/6/2023,5/29/2023,10313872.5888,1,006al000004i3TsAAI,001al00000jXbjqAAC,"Williams, Hebert and Knight-New Business-2023-July-76k",Closed Won,100,New Business,,Closed,005al000003E0tLAAS,13,3,Janet Martinez,"Williams, Hebert and Knight",Small Business,Bari,Apulia,70100,Italy,Banking,,,116
6/12/2024,7/7/2024,3109912.64892,1,006al000004i3RxAAI,001al00000jXbjYAAS,Silva Ltd-New Business-2024-July-60k,Negotiation,90,New Business,,Forecast,005al000003E0tGAAS,13,3,Andre Mcgee,Silva Ltd,Small Business,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,53
12/21/2023,11/18/2023,867750.642,1,006al000004i3h3AAA,001al00000jXbjCAAS,"Harris, Spence and Lee-New Business-2023-December-6k",Closed Won,100,New Business,,Closed,005al000003E0tKAAS,13,4,James Harrington,"Harris, Spence and Lee",Mid-Market,Munich,Bavaria,80331,Germany,Technology,,,111
12/2/2023,1/15/2024,10380812.013,1,006al000004i3T2AAI,001al00000jXbjTAAS,"King, Brown and Burke-New Business-2023-November-78k",Closed Won,100,New Business,,Closed,005al000003E0tOAAS,13,4,Mark Mayo,"King, Brown and Burke",Mid-Market,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,34
11/21/2023,12/8/2023,991126.125,1,006al000004i3XtAAI,001al00000jXbjNAAS,Erickson Ltd-New Business-2023-November-7k,Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,4,Carrie Olson,Erickson Ltd,Mid-Market,Adelaide,SA,5000,Australia,Banking,,,61
10/10/2023,8/31/2023,9845712.261,1,006al000004i3SbAAI,001al00000jXbjNAAS,Erickson Ltd-New Business-2023-October-74k,Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,4,Carrie Olson,Erickson Ltd,Mid-Market,Adelaide,SA,5000,Australia,Banking,,,118
12/10/2023,12/7/2023,1029011.7123,1,006al000004i3dmAAA,001al00000jXbjbAAC,Williams LLC-New Business-2023-December-7k,Closed Won,100,New Business,,Closed,005al000003E0tJAAS,13,4,Deanna Marsh,Williams LLC,Partner,Kobe,Hyogo,650-0001,Japan,Technology,,,81
11/28/2023,10/19/2023,8295732.621,1,006al000004i3U7AAI,001al00000jXbjtAAC,Davidson PLC-New Business-2023-November-68k,Closed Won,100,New Business,,Closed,005al000003E0tOAAS,13,4,Mark Mayo,Davidson PLC,Partner,Chicago,IL,60007,USA,Retail,,,118
10/25/2023,11/7/2023,916565.364,1,006al000004i3bIAAQ,001al00000jXbjAAAS,Gentry-Wilkinson-New Business-2023-October-7k,Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,4,Carrie Olson,Gentry-Wilkinson,Partner,Paris,Île-de-France,75001,France,Financial Services,,,65
12/31/2023,12/14/2023,10743885.1674,1,006al000004i3RuAAI,001al00000jXbjYAAS,Silva Ltd-New Business-2023-December-81k,Closed Won,100,New Business,,Closed,005al000003E0tGAAS,13,4,Andre Mcgee,Silva Ltd,Small Business,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,95
12/13/2023,12/24/2023,10304981.676,1,006al000004i3RKAAY,001al00000jXbjDAAS,Morrison Group-New Business-2023-December-75k,Closed Won,100,New Business,,Closed,005al000003E0tLAAS,13,4,Janet Martinez,Morrison Group,Small Business,Edinburgh,Scotland,EH1 1BB,United Kingdom,Retail,,,67
11/9/2023,9/28/2023,714258.4482,1,006al000004i3ZRAAY,001al00000jXbjaAAC,Vance-Jenkins-New Business-2023-November-6k,Closed Won,100,New Business,,Closed,005al000003E0tIAAS,13,4,Carrie Olson,Vance-Jenkins,Small Business,Wellington,Wellington,6011,New Zealand,Telecommunications,,,120
10/26/2023,9/15/2023,867973.3524,1,006al000004i3VIAAY,001al00000jXbjoAAC,"Cannon, Henderson and Stokes-New Business-2023-October-6k",Closed Won,100,New Business,,Closed,005al000003E0tJAAS,13,4,Deanna Marsh,"Cannon, Henderson and Stokes",Small Business,Seville,Andalusia,41001,Spain,Banking,,,119
3/31/2024,3/18/2024,1188928.125,1,006al000004i3YaAAI,001al00000jXbjuAAC,Shaw-Herrera-New Business-2024-March-7k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,1,Prakash Das,Shaw-Herrera,Mid-Market,Chicago,IL,60007,USA,Retail,,,91
3/14/2024,5/1/2024,9612227.6316,1,006al000004i3U9AAI,001al00000jXbjuAAC,Shaw-Herrera-New Business-2024-March-80k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,1,Prakash Das,Shaw-Herrera,Mid-Market,Chicago,IL,60007,USA,Retail,,,30
3/19/2024,5/1/2024,1070302.464,1,006al000004i3adAAA,001al00000jXbjhAAC,Tanner Inc-New Business-2024-March-8k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,1,Prakash Das,Tanner Inc,Partner,Osaka,Osaka,530-0001,Japan,Technology,,,35
3/3/2024,4/19/2024,13257753.894,1,006al000004i3SeAAI,001al00000jXbjhAAC,Tanner Inc-New Business-2024-February-82k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,1,Prakash Das,Tanner Inc,Partner,Osaka,Osaka,530-0001,Japan,Technology,,,31
6/29/2023,6/15/2023,11320105.1634,1,006al000004i3UAAAY,001al00000jXbjuAAC,Shaw-Herrera-New Business-2023-June-88k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,2,Prakash Das,Shaw-Herrera,Mid-Market,Chicago,IL,60007,USA,Retail,,,92
5/4/2024,6/15/2024,1113363.9,1,006al000004i3jxAAA,001al00000jXbjuAAC,Shaw-Herrera-New Business-2024-May-7k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,2,Prakash Das,Shaw-Herrera,Mid-Market,Chicago,IL,60007,USA,Retail,,,36
9/8/2023,8/15/2023,972259.6752,1,006al000004i3VuAAI,001al00000jXbjuAAC,Shaw-Herrera-New Business-2023-September-7k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,3,Prakash Das,Shaw-Herrera,Mid-Market,Chicago,IL,60007,USA,Retail,,,102
9/29/2023,11/5/2023,9124446.5928,1,006al000004i3ShAAI,001al00000jXbjhAAC,Tanner Inc-New Business-2023-September-74k,Closed Won,100,New Business,,Closed,005al000003E0tQAAS,13,3,Prakash Das,Tanner Inc,Partner,Osaka,Osaka,530-0001,Japan,Technology,,,41
3/28/2024,3/28/2024,965700.252,1,006al000004i3fqAAA,001al00000jXbidAAC,Bryant-Thomas-Add-On Business-2024-March-7k,Closed Won,100,Add-On Business,,Closed,005al000003E0tjAAC,13,1,James Wu,Bryant-Thomas,Partner,Seville,Andalusia,41001,Spain,Technology,,,78
3/10/2024,4/6/2024,856308.915,1,006al000004i3ZiAAI,001al00000jXbidAAC,Bryant-Thomas-Add-On Business-2024-March-6k,Closed Won,100,Add-On Business,,Closed,005al000003E0tjAAC,13,1,James Wu,Bryant-Thomas,Partner,Seville,Andalusia,41001,Spain,Technology,,,51
2/24/2024,3/21/2024,7510702.716,1,006al000004i3QhAAI,001al00000jXbidAAC,Bryant-Thomas-Add-On Business-2024-February-62k,Closed Won,100,Add-On Business,,Closed,005al000003E0tjAAC,13,1,James Wu,Bryant-Thomas,Partner,Seville,Andalusia,41001,Spain,Technology,,,52
3/23/2024,2/28/2024,745333.875,1,006al000004i3aQAAQ,001al00000jXbiwAAC,Simpson LLC-Add-On Business-2024-March-5k,Closed Won,100,Add-On Business,,Closed,005al000003E0thAAC,13,1,Chris Post,Simpson LLC,Small Business,Bilbao,Basque Country,48001,Spain,Retail,,,102
3/10/2024,4/9/2024,5931115.8291,1,006al000004i3RWAAY,001al00000jXbiwAAC,Simpson LLC-Add-On Business-2024-March-52k,Closed Won,100,Add-On Business,,Closed,005al000003E0thAAC,13,1,Chris Post,Simpson LLC,Small Business,Bilbao,Basque Country,48001,Spain,Retail,,,48
5/9/2024,4/23/2024,973917.846,1,006al000004i3iHAAQ,001al00000jXbidAAC,Bryant-Thomas-Add-On Business-2024-May-7k,Closed Won,100,Add-On Business,,Closed,005al000003E0tjAAC,13,2,James Wu,Bryant-Thomas,Partner,Seville,Andalusia,41001,Spain,Technology,,,94
4/12/2024,5/30/2024,810425.088,1,006al000004i3iOAAQ,001al00000jXbi4AAC,Davis Group-Add-On Business-2024-April-5k,Closed Won,100,Add-On Business,,Closed,005al000003E0tiAAC,13,2,Mark Kingston,Davis Group,Small Business,Dunedin,Otago,9016,New Zealand,Technology,,,30
9/28/2023,11/6/2023,1122219.648,1,006al000004i3XxAAI,001al00000jXbidAAC,Bryant-Thomas-Add-On Business-2023-September-7k,Closed Won,100,Add-On Business,,Closed,005al000003E0tjAAC,13,3,James Wu,Bryant-Thomas,Partner,Seville,Andalusia,41001,Spain,Technology,,,39
8/6/2023,8/17/2023,9197516.6712,1,006al000004i3QiAAI,001al00000jXbidAAC,Bryant-Thomas-Add-On Business-2023-August-76k,Closed Won,100,Add-On Business,,Closed,005al000003E0tjAAC,13,3,James Wu,Bryant-Thomas,Partner,Seville,Andalusia,41001,Spain,Technology,,,67
9/5/2023,10/1/2023,730948.779,1,006al000004i3Y4AAI,001al00000jXbi4AAC,Davis Group-Add-On Business-2023-September-5k,Closed Won,100,Add-On Business,,Closed,005al000003E0tiAAC,13,3,Mark Kingston,Davis Group,Small Business,Dunedin,Otago,9016,New Zealand,Technology,,,52
2/5/2024,1/27/2024,781645.8276,1,006al000004i3cMAAQ,001al00000jXbi3AAC,Garcia-Davidson-New Business-2024-February-6k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,1,Mark Kingston,Garcia-Davidson,Mid-Market,Fukuoka,Fukuoka,810-0001,Japan,Communications,,,87
1/8/2024,2/9/2024,8492998.2786,1,006al000004i3TNAAY,001al00000jXbi3AAC,Garcia-Davidson-New Business-2024-January-69k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,1,Mark Kingston,Garcia-Davidson,Mid-Market,Fukuoka,Fukuoka,810-0001,Japan,Communications,,,46
2/20/2024,1/15/2024,11537374.563,1,006al000004i3S8AAI,001al00000jXbiCAAS,"Davenport, Taylor and Melton-New Business-2024-February-78k",Closed Won,100,New Business,,Closed,005al000003E0tnAAC,13,1,Andrea Bowden,"Davenport, Taylor and Melton",Mid-Market,San Jose,CA,95101,USA,Telecommunications,,,114
1/8/2024,12/21/2023,1194868.125,1,006al000004i3aCAAQ,001al00000jXbiEAAS,Hines Ltd-New Business-2024-January-7k,Closed Won,100,New Business,,Closed,005al000003E0tnAAC,13,1,Andrea Bowden,Hines Ltd,Mid-Market,Nice,Provence-Alpes-Côte d'Azur,06000,France,Technology,,,96
1/6/2024,2/17/2024,8013448.3968,1,006al000004i3RdAAI,001al00000jXbieAAC,"Harris, Garcia and Henderson-New Business-2024-January-58k",Closed Won,100,New Business,,Closed,005al000003E0tjAAC,13,1,James Wu,"Harris, Garcia and Henderson",Small Business,Bilbao,Basque Country,48001,Spain,Communications,,,36
1/22/2024,12/22/2023,8728883.9352,1,006al000004i3UVAAY,001al00000jXbiOAAS,"King, Schmidt and Mosley-New Business-2024-January-72k",Closed Won,100,New Business,,Closed,005al000003E0tkAAC,13,1,Bob Hodges,"King, Schmidt and Mosley",Small Business,Chicago,IL,60007,USA,Banking,,,109
2/16/2024,4/4/2024,970646.0544,1,006al000004i3WIAAY,001al00000jXbizAAC,Rodgers LLC-New Business-2024-February-6k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,1,Chris Post,Rodgers LLC,Small Business,New York,NY,10001,USA,Telecommunications,,,30
3/21/2024,2/26/2024,10449510.8256,1,006al000004i3TDAAY,001al00000jXbhvAAC,Pierce Inc-New Business-2024-March-74k,Closed Won,100,New Business,,Closed,005al000003E0tmAAC,13,1,Wes Chopra,Pierce Inc,Small Business,Manchester,Greater Manchester,M1 1AE,United Kingdom,Technology,,,102
3/6/2024,3/5/2024,1283268.2742,1,006al000004i3aDAAQ,001al00000jXbiDAAS,"Butler, Macdonald and Brown-New Business-2024-March-8k",Closed Won,100,New Business,,Closed,005al000003E0tnAAC,13,1,Andrea Bowden,"Butler, Macdonald and Brown",Small Business,Nelson,Nelson,7010,New Zealand,Technology,,,79
2/9/2024,2/22/2024,10452659.58,1,006al000004i3TjAAI,001al00000jXbiDAAS,"Butler, Macdonald and Brown-New Business-2024-February-85k",Closed Won,100,New Business,,Closed,005al000003E0tnAAC,13,1,Andrea Bowden,"Butler, Macdonald and Brown",Small Business,Nelson,Nelson,7010,New Zealand,Technology,,,65
6/20/2023,6/15/2023,10482394.6557,1,006al000004i3SnAAI,001al00000jXbiyAAC,Taylor Ltd-New Business-2023-June-81k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,2,Chris Post,Taylor Ltd,Mid-Market,Tokyo,Tokyo,100-0001,Japan,Technology,,,83
5/25/2023,7/9/2023,6573432.591,1,006al000004i3SoAAI,001al00000jXbiyAAC,Taylor Ltd-New Business-2023-May-57k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,2,Chris Post,Taylor Ltd,Mid-Market,Tokyo,Tokyo,100-0001,Japan,Technology,,,33
6/1/2023,5/15/2023,7424146.422,1,006al000004i3RZAAY,001al00000jXbi2AAC,Moore-Martin-New Business-2023-May-61k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,2,Mark Kingston,Moore-Martin,Partner,Genoa,Liguria,16100,Italy,Retail,,,95
6/29/2023,7/10/2023,11310985.521,1,006al000004i3UOAAY,001al00000jXbihAAC,Gibson Inc-New Business-2023-June-85k,Closed Won,100,New Business,,Closed,005al000003E0tjAAC,13,2,James Wu,Gibson Inc,Partner,Philadelphia,PA,19019,USA,Retail,,,67
5/8/2023,5/15/2023,8426450.1816,1,006al000004i3RyAAI,001al00000jXbhtAAC,Herrera Group-New Business-2023-May-62k,Closed Won,100,New Business,,Closed,005al000003E0tmAAC,13,2,Wes Chopra,Herrera Group,Partner,Murcia,Murcia,30001,Spain,Financial Services,,,71
5/28/2023,6/30/2023,10297473.615,1,006al000004i3QsAAI,001al00000jXbiBAAS,Conway-Smith-New Business-2023-May-73k,Closed Won,100,New Business,,Closed,005al000003E0tnAAC,13,2,Andrea Bowden,Conway-Smith,Partner,Bristol,Bristol,BS1 1AA,United Kingdom,Technology,,,45
6/11/2024,7/4/2024,412666.65,1,006al000004i3buAAA,001al00000jXbiOAAS,"King, Schmidt and Mosley-New Business-2024-June-8k",Closed Won,100,New Business,,Closed,005al000003E0tkAAC,13,2,Bob Hodges,"King, Schmidt and Mosley",Small Business,Chicago,IL,60007,USA,Banking,,,55
6/8/2024,5/5/2024,3818920.98951,1,006al000004i3UTAAY,001al00000jXbiOAAS,"King, Schmidt and Mosley-New Business-2024-June-85k",Closed Won,100,New Business,,Closed,005al000003E0tkAAC,13,2,Bob Hodges,"King, Schmidt and Mosley",Small Business,Chicago,IL,60007,USA,Banking,,,112
5/20/2024,7/4/2024,436412.44152,1,006al000004i3kTAAQ,001al00000jXbizAAC,Rodgers LLC-New Business-2024-May-6k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,2,Chris Post,Rodgers LLC,Small Business,New York,NY,10001,USA,Telecommunications,,,33
4/30/2024,4/4/2024,1081419.7977,1,006al000004i3qsAAA,001al00000jXbi3AAC,Garcia-Davidson-New Business-2024-April-8k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,2,Mark Kingston,Garcia-Davidson,Mid-Market,Fukuoka,Fukuoka,810-0001,Japan,Communications,,,104
4/29/2024,4/18/2024,1055024.784,1,006al000004i3rxAAA,001al00000jXbiLAAS,Buchanan Inc-New Business-2024-April-7k,Closed Won,100,New Business,,Closed,005al000003E0tkAAC,13,2,Bob Hodges,Buchanan Inc,Mid-Market,Nice,Provence-Alpes-Côte d'Azur,06000,France,Healthcare & Life Sciences,,,89
4/21/2024,3/15/2024,832986.693,1,006al000004i3q3AAA,001al00000jXbiyAAC,Taylor Ltd-New Business-2024-April-7k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,2,Chris Post,Taylor Ltd,Mid-Market,Tokyo,Tokyo,100-0001,Japan,Technology,,,115
4/4/2024,4/5/2024,675112.482,1,006al000004i3lZAAQ,001al00000jXbiyAAC,Taylor Ltd-New Business-2024-April-5k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,2,Chris Post,Taylor Ltd,Mid-Market,Tokyo,Tokyo,100-0001,Japan,Technology,,,77
5/13/2024,5/10/2024,9942274.584,1,006al000004i3S6AAI,001al00000jXbiCAAS,"Davenport, Taylor and Melton-New Business-2024-May-67k",Closed Won,100,New Business,,Closed,005al000003E0tnAAC,13,2,Andrea Bowden,"Davenport, Taylor and Melton",Mid-Market,San Jose,CA,95101,USA,Telecommunications,,,81
4/6/2024,3/27/2024,868858.1748,1,006al000004i3hpAAA,001al00000jXbi2AAC,Moore-Martin-New Business-2024-April-5k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,2,Mark Kingston,Moore-Martin,Partner,Genoa,Liguria,16100,Italy,Retail,,,88
5/9/2024,5/29/2024,981719.4816,1,006al000004i3hnAAA,001al00000jXbihAAC,Gibson Inc-New Business-2024-May-8k,Closed Won,100,New Business,,Closed,005al000003E0tjAAC,13,2,James Wu,Gibson Inc,Partner,Philadelphia,PA,19019,USA,Retail,,,58
4/5/2024,3/23/2024,997154.5716,1,006al000004i3mdAAA,001al00000jXbhtAAC,Herrera Group-New Business-2024-April-6k,Closed Won,100,New Business,,Closed,005al000003E0tmAAC,13,2,Wes Chopra,Herrera Group,Partner,Murcia,Murcia,30001,Spain,Financial Services,,,91
4/26/2024,6/13/2024,777210.0336,1,006al000004i3rmAAA,001al00000jXbhvAAC,Pierce Inc-New Business-2024-April-5k,Closed Won,100,New Business,,Closed,005al000003E0tmAAC,13,2,Wes Chopra,Pierce Inc,Small Business,Manchester,Greater Manchester,M1 1AE,United Kingdom,Technology,,,30
4/7/2024,3/20/2024,864244.6956,1,006al000004i3aHAAQ,001al00000jXbhvAAC,Pierce Inc-New Business-2024-April-7k,Closed Won,100,New Business,,Closed,005al000003E0tmAAC,13,2,Wes Chopra,Pierce Inc,Small Business,Manchester,Greater Manchester,M1 1AE,United Kingdom,Technology,,,96
4/4/2024,3/26/2024,9729343.5624,1,006al000004i3UgAAI,001al00000jXbhwAAC,Hicks-Guerra-New Business-2024-April-71k,Closed Won,100,New Business,,Closed,005al000003E0tmAAC,13,2,Wes Chopra,Hicks-Guerra,Small Business,Dallas,TX,75201,USA,Banking,,,87
6/28/2024,6/20/2024,1613442.7584,1,006al000004i3etAAA,001al00000jXbi3AAC,Garcia-Davidson-New Business-2024-May-8k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,2,Mark Kingston,Garcia-Davidson,Mid-Market,Fukuoka,Fukuoka,810-0001,Japan,Communications,,,86
8/28/2023,7/24/2023,1225625.2074,1,006al000004i3fDAAQ,001al00000jXbi3AAC,Garcia-Davidson-New Business-2023-August-8k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,3,Mark Kingston,Garcia-Davidson,Mid-Market,Fukuoka,Fukuoka,810-0001,Japan,Communications,,,113
9/7/2023,8/6/2023,1027159.0164,1,006al000004i3gOAAQ,001al00000jXbiLAAS,Buchanan Inc-New Business-2023-September-7k,Closed Won,100,New Business,,Closed,005al000003E0tkAAC,13,3,Bob Hodges,Buchanan Inc,Mid-Market,Nice,Provence-Alpes-Côte d'Azur,06000,France,Healthcare & Life Sciences,,,110
8/12/2023,7/6/2023,1082372.148,1,006al000004i3eMAAQ,001al00000jXbiyAAC,Taylor Ltd-New Business-2023-August-7k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,3,Chris Post,Taylor Ltd,Mid-Market,Tokyo,Tokyo,100-0001,Japan,Technology,,,115
7/27/2023,7/9/2023,620643.87,1,006al000004i3ZVAAY,001al00000jXbiyAAC,Taylor Ltd-New Business-2023-July-5k,Closed Won,100,New Business,,Closed,005al000003E0thAAC,13,3,Chris Post,Taylor Ltd,Mid-Market,Tokyo,Tokyo,100-0001,Japan,Technology,,,96
8/10/2023,8/4/2023,9863377.92,1,006al000004i3TMAAY,001al00000jXbiEAAS,Hines Ltd-New Business-2023-August-70k,Closed Won,100,New Business,,Closed,005al000003E0tnAAC,13,3,Andrea Bowden,Hines Ltd,Mid-Market,Nice,Provence-Alpes-Côte d'Azur,06000,France,Technology,,,84
7/27/2023,9/3/2023,957423.8916,1,006al000004i3XTAAY,001al00000jXbi2AAC,Moore-Martin-New Business-2023-July-5k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,3,Mark Kingston,Moore-Martin,Partner,Genoa,Liguria,16100,Italy,Retail,,,40
8/31/2023,9/14/2023,1053261.792,1,006al000004i3XRAAY,001al00000jXbihAAC,Gibson Inc-New Business-2023-August-8k,Closed Won,100,New Business,,Closed,005al000003E0tjAAC,13,3,James Wu,Gibson Inc,Partner,Philadelphia,PA,19019,USA,Retail,,,64
7/14/2023,7/26/2023,981633.9456,1,006al000004i3acAAA,001al00000jXbhtAAC,Herrera Group-New Business-2023-July-6k,Closed Won,100,New Business,,Closed,005al000003E0tmAAC,13,3,Wes Chopra,Herrera Group,Partner,Murcia,Murcia,30001,Spain,Financial Services,,,66
7/14/2023,7/23/2023,8956504.9728,1,006al000004i3SvAAI,001al00000jXbi4AAC,Davis Group-New Business-2023-July-57k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,3,Mark Kingston,Davis Group,Small Business,Dunedin,Otago,9016,New Zealand,Technology,,,69
